search_term,area,date,search_intensity
excel,China,2011-08-14,7054
excel,China,2011-08-15,11905
excel,China,2011-08-16,12015
excel,China,2011-08-17,12074
excel,China,2011-08-18,11889
excel,China,2011-08-19,11436
excel,China,2011-08-20,7846
excel,China,2011-08-21,7261
excel,China,2011-08-22,11963
excel,China,2011-08-23,12006
excel,China,2011-08-24,12095
excel,China,2011-08-25,12251
excel,China,2011-08-26,11360
excel,China,2011-08-27,8259
excel,China,2011-08-28,7689
excel,China,2011-08-29,12766
excel,China,2011-08-30,12664
excel,China,2011-08-31,13618
excel,China,2011-09-01,14395
excel,China,2011-09-02,13657
excel,China,2011-09-03,9624
excel,China,2011-09-04,8813
excel,China,2011-09-05,13857
excel,China,2011-09-06,13770
excel,China,2011-09-07,14043
excel,China,2011-09-08,13403
excel,China,2011-09-09,12020
excel,China,2011-09-10,7858
excel,China,2011-09-11,6355
excel,China,2011-09-12,5439
excel,China,2011-09-13,12977
excel,China,2011-09-14,14121
excel,China,2011-09-15,14191
excel,China,2011-09-16,13620
excel,China,2011-09-17,9973
excel,China,2011-09-18,8441
excel,China,2011-09-19,13541
excel,China,2011-09-20,13437
excel,China,2011-09-21,13659
excel,China,2011-09-22,13679
excel,China,2011-09-23,12613
excel,China,2011-09-24,8806
excel,China,2011-09-25,8311
excel,China,2011-09-26,13616
excel,China,2011-09-27,14000
excel,China,2011-09-28,13488
excel,China,2011-09-29,12784
excel,China,2011-09-30,10913
excel,China,2011-10-01,6088
excel,China,2011-10-02,5947
excel,China,2011-10-03,5991
excel,China,2011-10-04,6589
excel,China,2011-10-05,7135
excel,China,2011-10-06,8426
excel,China,2011-10-07,9717
excel,China,2011-10-08,14287
excel,China,2011-10-09,14533
excel,China,2011-10-10,15356
excel,China,2011-10-11,15375
excel,China,2011-10-12,15512
excel,China,2011-10-13,15515
excel,China,2011-10-14,14910
excel,China,2011-10-15,10210
excel,China,2011-10-16,9155
excel,China,2011-10-17,14533
excel,China,2011-10-18,14362
excel,China,2011-10-19,14697
excel,China,2011-10-20,14595
excel,China,2011-10-21,13373
excel,China,2011-10-22,9182
excel,China,2011-10-23,8892
excel,China,2011-10-24,14212
excel,China,2011-10-25,14040
excel,China,2011-10-26,14034
excel,China,2011-10-27,14274
excel,China,2011-10-28,13218
excel,China,2011-10-29,9182
excel,China,2011-10-30,8152
excel,China,2011-10-31,14349
excel,China,2011-11-01,15107
excel,China,2011-11-02,15770
excel,China,2011-11-03,15277
excel,China,2011-11-04,14638
excel,China,2011-11-05,10160
excel,China,2011-11-06,9011
excel,China,2011-11-07,15037
excel,China,2011-11-08,15566
excel,China,2011-11-09,15011
excel,China,2011-11-10,14662
excel,China,2011-11-11,12372
excel,China,2011-11-12,9238
excel,China,2011-11-13,8530
excel,China,2011-11-14,14814
excel,China,2011-11-15,14943
excel,China,2011-11-16,15285
excel,China,2011-11-17,15297
excel,China,2011-11-18,14646
excel,China,2011-11-19,10239
excel,China,2011-11-20,8552
excel,China,2011-11-21,14312
excel,China,2011-11-22,15203
excel,China,2011-11-23,14399
excel,China,2011-11-24,14243
excel,China,2011-11-25,13540
excel,China,2011-11-26,9687
excel,China,2011-11-27,8548
excel,China,2011-11-28,15013
excel,China,2011-11-29,15431
excel,China,2011-11-30,15256
excel,China,2011-12-01,15610
excel,China,2011-12-02,14518
excel,China,2011-12-03,9905
excel,China,2011-12-04,9052
excel,China,2011-12-05,15347
excel,China,2011-12-06,15561
excel,China,2011-12-07,15707
excel,China,2011-12-08,15046
excel,China,2011-12-09,13642
excel,China,2011-12-10,9479
excel,China,2011-12-11,8479
excel,China,2011-12-12,14337
excel,China,2011-12-13,15099
excel,China,2011-12-14,15536
excel,China,2011-12-15,15443
excel,China,2011-12-16,14115
excel,China,2011-12-17,9550
excel,China,2011-12-18,8755
excel,China,2011-12-19,14729
excel,China,2011-12-20,14962
excel,China,2011-12-21,15102
excel,China,2011-12-22,14667
excel,China,2011-12-23,14152
excel,China,2011-12-24,9054
excel,China,2011-12-25,8104
excel,China,2011-12-26,14317
excel,China,2011-12-27,14750
excel,China,2011-12-28,15237
excel,China,2011-12-29,14688
excel,China,2011-12-30,12928
excel,China,2011-12-31,10290
excel,China,2012-01-01,6361
excel,China,2012-01-02,7717
excel,China,2012-01-03,9188
excel,China,2012-01-04,13701
excel,China,2012-01-05,13066
excel,China,2012-01-06,12155
excel,China,2012-01-07,8597
excel,China,2012-01-08,7916
excel,China,2012-01-09,13358
excel,China,2012-01-10,13825
excel,China,2012-01-11,13223
excel,China,2012-01-12,12743
excel,China,2012-01-13,11785
excel,China,2012-01-14,8629
excel,China,2012-01-15,7446
excel,China,2012-01-16,9687
excel,China,2012-01-17,8557
excel,China,2012-01-18,7588
excel,China,2012-01-19,6843
excel,China,2012-01-20,5997
excel,China,2012-01-21,3740
excel,China,2012-01-22,2327
excel,China,2012-01-23,2252
excel,China,2012-01-24,2560
excel,China,2012-01-25,2659
excel,China,2012-01-26,2916
excel,China,2012-01-27,3201
excel,China,2012-01-28,3835
excel,China,2012-01-29,6576
excel,China,2012-01-30,9255
excel,China,2012-01-31,10835
excel,China,2012-02-01,12654
excel,China,2012-02-02,12835
excel,China,2012-02-03,12361
excel,China,2012-02-04,8983
excel,China,2012-02-05,7810
excel,China,2012-02-06,11493
excel,China,2012-02-07,13391
excel,China,2012-02-08,13982
excel,China,2012-02-09,14497
excel,China,2012-02-10,14857
excel,China,2012-02-11,11020
excel,China,2012-02-12,9834
excel,China,2012-02-13,16647
excel,China,2012-02-14,15914
excel,China,2012-02-15,17165
excel,China,2012-02-16,17337
excel,China,2012-02-17,16547
excel,China,2012-02-18,11348
excel,China,2012-02-19,9904
excel,China,2012-02-20,17481
excel,China,2012-02-21,17997
excel,China,2012-02-22,18027
excel,China,2012-02-23,17478
excel,China,2012-02-24,16437
excel,China,2012-02-25,11783
excel,China,2012-02-26,10226
excel,China,2012-02-27,17297
excel,China,2012-02-28,17796
excel,China,2012-02-29,18463
excel,China,2012-03-01,19456
excel,China,2012-03-02,18187
excel,China,2012-03-03,12666
excel,China,2012-03-04,11235
excel,China,2012-03-05,17953
excel,China,2012-03-06,17606
excel,China,2012-03-07,18336
excel,China,2012-03-08,16386
excel,China,2012-03-09,16632
excel,China,2012-03-10,10764
excel,China,2012-03-11,9645
excel,China,2012-03-12,15394
excel,China,2012-03-13,15339
excel,China,2012-03-14,15312
excel,China,2012-03-15,15386
excel,China,2012-03-16,14372
excel,China,2012-03-17,10718
excel,China,2012-03-18,9446
excel,China,2012-03-19,15629
excel,China,2012-03-20,16505
excel,China,2012-03-21,16772
excel,China,2012-03-22,17050
excel,China,2012-03-23,16701
excel,China,2012-03-24,11253
excel,China,2012-03-25,9743
excel,China,2012-03-26,17164
excel,China,2012-03-27,17292
excel,China,2012-03-28,17345
excel,China,2012-03-29,17582
excel,China,2012-03-30,17522
excel,China,2012-03-31,16608
excel,China,2012-04-01,15091
excel,China,2012-04-02,10953
excel,China,2012-04-03,9408
excel,China,2012-04-04,9263
excel,China,2012-04-05,16397
excel,China,2012-04-06,15069
excel,China,2012-04-07,11019
excel,China,2012-04-08,10029
excel,China,2012-04-09,16816
excel,China,2012-04-10,16751
excel,China,2012-04-11,15866
excel,China,2012-04-12,16239
excel,China,2012-04-13,14791
excel,China,2012-04-14,10385
excel,China,2012-04-15,9055
excel,China,2012-04-16,15797
excel,China,2012-04-17,15656
excel,China,2012-04-18,15502
excel,China,2012-04-19,15649
excel,China,2012-04-20,14860
excel,China,2012-04-21,10445
excel,China,2012-04-22,8562
excel,China,2012-04-23,15041
excel,China,2012-04-24,15468
excel,China,2012-04-25,15713
excel,China,2012-04-26,14886
excel,China,2012-04-27,13915
excel,China,2012-04-28,12915
excel,China,2012-04-29,8047
excel,China,2012-04-30,7427
excel,China,2012-05-01,7598
excel,China,2012-05-02,14709
excel,China,2012-05-03,15413
excel,China,2012-05-04,14557
excel,China,2012-05-05,10493
excel,China,2012-05-06,8994
excel,China,2012-05-07,15818
excel,China,2012-05-08,15887
excel,China,2012-05-09,15811
excel,China,2012-05-10,15167
excel,China,2012-05-11,14442
excel,China,2012-05-12,10166
excel,China,2012-05-13,8820
excel,China,2012-05-14,15412
excel,China,2012-05-15,15111
excel,China,2012-05-16,14717
excel,China,2012-05-17,14387
excel,China,2012-05-18,13623
excel,China,2012-05-19,9527
excel,China,2012-05-20,8092
excel,China,2012-05-21,14550
excel,China,2012-05-22,14593
excel,China,2012-05-23,14797
excel,China,2012-05-24,14791
excel,China,2012-05-25,13982
excel,China,2012-05-26,9803
excel,China,2012-05-27,8333
excel,China,2012-05-28,14144
excel,China,2012-05-29,14529
excel,China,2012-05-30,15059
excel,China,2012-05-31,15252
excel,China,2012-06-01,14121
excel,China,2012-06-02,10427
excel,China,2012-06-03,8962
excel,China,2012-06-04,15965
excel,China,2012-06-05,15685
excel,China,2012-06-06,15969
excel,China,2012-06-07,15484
excel,China,2012-06-08,14548
excel,China,2012-06-09,9929
excel,China,2012-06-10,6140
excel,China,2012-06-11,8179
excel,China,2012-06-12,10310
excel,China,2012-06-13,13471
excel,China,2012-06-14,13437
excel,China,2012-06-15,12078
excel,China,2012-06-16,8515
excel,China,2012-06-17,7439
excel,China,2012-06-18,12581
excel,China,2012-06-19,12964
excel,China,2012-06-20,12952
excel,China,2012-06-21,11459
excel,China,2012-06-22,7558
excel,China,2012-06-23,5576
excel,China,2012-06-24,7020
excel,China,2012-06-25,12757
excel,China,2012-06-26,12913
excel,China,2012-06-27,13080
excel,China,2012-06-28,12771
excel,China,2012-06-29,12252
excel,China,2012-06-30,9240
excel,China,2012-07-01,8223
excel,China,2012-07-02,13521
excel,China,2012-07-03,13834
excel,China,2012-07-04,13536
excel,China,2012-07-05,13187
excel,China,2012-07-06,12146
excel,China,2012-07-07,8430
excel,China,2012-07-08,7174
excel,China,2012-07-09,12095
excel,China,2012-07-10,12197
excel,China,2012-07-11,11909
excel,China,2012-07-12,11738
excel,China,2012-07-13,11608
excel,China,2012-07-14,7809
excel,China,2012-07-15,6983
excel,China,2012-07-16,11905
excel,China,2012-07-17,12175
excel,China,2012-07-18,11660
excel,China,2012-07-19,11645
excel,China,2012-07-20,11267
excel,China,2012-07-21,7606
excel,China,2012-07-22,6968
excel,China,2012-07-23,12165
excel,China,2012-07-24,12171
excel,China,2012-07-25,12085
excel,China,2012-07-26,12351
excel,China,2012-07-27,11367
excel,China,2012-07-28,7581
excel,China,2012-07-29,6889
excel,China,2012-07-30,12343
excel,China,2012-07-31,13010
excel,China,2012-08-01,13666
excel,China,2012-08-02,13042
excel,China,2012-08-03,11892
excel,China,2012-08-04,8023
excel,China,2012-08-05,6845
excel,China,2012-08-06,12126
excel,China,2012-08-07,11608
excel,China,2012-08-08,11530
excel,China,2012-08-09,11895
excel,China,2012-08-10,10628
excel,China,2012-08-11,7098
excel,China,2012-08-12,6574
excel,China,2012-08-13,11117
excel,China,2012-08-14,10928
excel,China,2012-08-15,10844
excel,China,2012-08-16,11193
excel,China,2012-08-17,9180
excel,China,2012-08-18,6883
excel,China,2012-08-19,5919
excel,China,2012-08-20,9785
excel,China,2012-08-21,9825
excel,China,2012-08-22,9847
excel,China,2012-08-23,9173
excel,China,2012-08-24,9268
excel,China,2012-08-25,6410
excel,China,2012-08-26,5504
excel,China,2012-08-27,10280
excel,China,2012-08-28,10168
excel,China,2012-08-29,10360
excel,China,2012-08-30,10485
excel,China,2012-08-31,9967
excel,China,2012-09-01,7577
excel,China,2012-09-02,6821
excel,China,2012-09-03,11039
excel,China,2012-09-04,10934
excel,China,2012-09-05,10822
excel,China,2012-09-06,10817
excel,China,2012-09-07,10357
excel,China,2012-09-08,7395
excel,China,2012-09-09,6527
excel,China,2012-09-10,10327
excel,China,2012-09-11,11208
excel,China,2012-09-12,12182
excel,China,2012-09-13,11851
excel,China,2012-09-14,10558
excel,China,2012-09-15,7495
excel,China,2012-09-16,6586
excel,China,2012-09-17,11121
excel,China,2012-09-18,11374
excel,China,2012-09-19,11524
excel,China,2012-09-20,11459
excel,China,2012-09-21,11592
excel,China,2012-09-22,8014
excel,China,2012-09-23,7109
excel,China,2012-09-24,11867
excel,China,2012-09-25,11363
excel,China,2012-09-26,11126
excel,China,2012-09-27,10164
excel,China,2012-09-28,9711
excel,China,2012-09-29,7212
excel,China,2012-09-30,4055
excel,China,2012-10-01,4230
excel,China,2012-10-02,4673
excel,China,2012-10-03,4857
excel,China,2012-10-04,4962
excel,China,2012-10-05,5582
excel,China,2012-10-06,5756
excel,China,2012-10-07,6558
excel,China,2012-10-08,11051
excel,China,2012-10-09,12136
excel,China,2012-10-10,12607
excel,China,2012-10-11,12192
excel,China,2012-10-12,11133
excel,China,2012-10-13,8622
excel,China,2012-10-14,7931
excel,China,2012-10-15,12991
excel,China,2012-10-16,12575
excel,China,2012-10-17,12178
excel,China,2012-10-18,12061
excel,China,2012-10-19,11256
excel,China,2012-10-20,7625
excel,China,2012-10-21,7020
excel,China,2012-10-22,12043
excel,China,2012-10-23,11618
excel,China,2012-10-24,11949
excel,China,2012-10-25,12089
excel,China,2012-10-26,11066
excel,China,2012-10-27,7325
excel,China,2012-10-28,6620
excel,China,2012-10-29,11303
excel,China,2012-10-30,11044
excel,China,2012-10-31,10864
excel,China,2012-11-01,11302
excel,China,2012-11-02,10569
excel,China,2012-11-03,7209
excel,China,2012-11-04,6443
excel,China,2012-11-05,11373
excel,China,2012-11-06,12132
excel,China,2012-11-07,12134
excel,China,2012-11-08,12194
excel,China,2012-11-09,11007
excel,China,2012-11-10,7618
excel,China,2012-11-11,5966
excel,China,2012-11-12,11789
excel,China,2012-11-13,11959
excel,China,2012-11-14,12318
excel,China,2012-11-15,12119
excel,China,2012-11-16,11209
excel,China,2012-11-17,7745
excel,China,2012-11-18,6679
excel,China,2012-11-19,11667
excel,China,2012-11-20,12233
excel,China,2012-11-21,12329
excel,China,2012-11-22,11590
excel,China,2012-11-23,11073
excel,China,2012-11-24,7142
excel,China,2012-11-25,6638
excel,China,2012-11-26,11444
excel,China,2012-11-27,11425
excel,China,2012-11-28,11844
excel,China,2012-11-29,11582
excel,China,2012-11-30,11134
excel,China,2012-12-01,7923
excel,China,2012-12-02,7144
excel,China,2012-12-03,11923
excel,China,2012-12-04,12078
excel,China,2012-12-05,11809
excel,China,2012-12-06,11695
excel,China,2012-12-07,10803
excel,China,2012-12-08,7275
excel,China,2012-12-09,6669
excel,China,2012-12-10,11417
excel,China,2012-12-11,10108
excel,China,2012-12-12,7017
excel,China,2012-12-13,11691
excel,China,2012-12-14,10797
excel,China,2012-12-15,7364
excel,China,2012-12-16,6998
excel,China,2012-12-17,11517
excel,China,2012-12-18,11082
excel,China,2012-12-19,10839
excel,China,2012-12-20,10693
excel,China,2012-12-21,9309
excel,China,2012-12-22,6375
excel,China,2012-12-23,5743
excel,China,2012-12-24,9381
excel,China,2012-12-25,10204
excel,China,2012-12-26,10626
excel,China,2012-12-27,11012
excel,China,2012-12-28,10060
excel,China,2012-12-29,7222
excel,China,2012-12-30,6006
excel,China,2012-12-31,7184
excel,China,2013-01-01,4434
excel,China,2013-01-02,5773
excel,China,2013-01-03,6431
excel,China,2013-01-04,9069
excel,China,2013-01-05,9310
excel,China,2013-01-06,9403
excel,China,2013-01-07,9904
excel,China,2013-01-08,10333
excel,China,2013-01-09,10358
excel,China,2013-01-10,10520
excel,China,2013-01-11,9942
excel,China,2013-01-12,6598
excel,China,2013-01-13,6031
excel,China,2013-01-14,11224
excel,China,2013-01-15,10431
excel,China,2013-01-16,9942
excel,China,2013-01-17,9719
excel,China,2013-01-18,8778
excel,China,2013-01-19,6240
excel,China,2013-01-20,5801
excel,China,2013-01-21,9668
excel,China,2013-01-22,10646
excel,China,2013-01-23,10984
excel,China,2013-01-24,10703
excel,China,2013-01-25,9342
excel,China,2013-01-26,6137
excel,China,2013-01-27,5724
excel,China,2013-01-28,10527
excel,China,2013-01-29,10412
excel,China,2013-01-30,9387
excel,China,2013-01-31,8611
excel,China,2013-02-01,7311
excel,China,2013-02-02,5103
excel,China,2013-02-03,4552
excel,China,2013-02-04,7529
excel,China,2013-02-05,7076
excel,China,2013-02-06,5634
excel,China,2013-02-07,4469
excel,China,2013-02-08,3009
excel,China,2013-02-09,1723
excel,China,2013-02-10,1721
excel,China,2013-02-11,2028
excel,China,2013-02-12,1989
excel,China,2013-02-13,2239
excel,China,2013-02-14,2311
excel,China,2013-02-15,2709
excel,China,2013-02-16,4667
excel,China,2013-02-17,6689
excel,China,2013-02-18,7939
excel,China,2013-02-19,9095
excel,China,2013-02-20,10059
excel,China,2013-02-21,10476
excel,China,2013-02-22,10696
excel,China,2013-02-23,7134
excel,China,2013-02-24,6139
excel,China,2013-02-25,11408
excel,China,2013-02-26,12115
excel,China,2013-02-27,12470
excel,China,2013-02-28,12576
excel,China,2013-03-01,12682
excel,China,2013-03-02,8674
excel,China,2013-03-03,7802
excel,China,2013-03-04,13054
excel,China,2013-03-05,12906
excel,China,2013-03-06,13236
excel,China,2013-03-07,13067
excel,China,2013-03-08,11011
excel,China,2013-03-09,8601
excel,China,2013-03-10,8037
excel,China,2013-03-11,13319
excel,China,2013-03-12,13758
excel,China,2013-03-13,13288
excel,China,2013-03-14,13197
excel,China,2013-03-15,11964
excel,China,2013-03-16,8513
excel,China,2013-03-17,8104
excel,China,2013-03-18,13154
excel,China,2013-03-19,13384
excel,China,2013-03-20,12968
excel,China,2013-03-21,12633
excel,China,2013-03-22,11854
excel,China,2013-03-23,8294
excel,China,2013-03-24,7512
excel,China,2013-03-25,12646
excel,China,2013-03-26,13053
excel,China,2013-03-27,12453
excel,China,2013-03-28,12701
excel,China,2013-03-29,12500
excel,China,2013-03-30,9190
excel,China,2013-03-31,7710
excel,China,2013-04-01,13483
excel,China,2013-04-02,12969
excel,China,2013-04-03,11409
excel,China,2013-04-04,6651
excel,China,2013-04-05,7231
excel,China,2013-04-06,7192
excel,China,2013-04-07,11417
excel,China,2013-04-08,12714
excel,China,2013-04-09,12700
excel,China,2013-04-10,12617
excel,China,2013-04-11,12967
excel,China,2013-04-12,11748
excel,China,2013-04-13,8218
excel,China,2013-04-14,7548
excel,China,2013-04-15,12559
excel,China,2013-04-16,13457
excel,China,2013-04-17,12976
excel,China,2013-04-18,12219
excel,China,2013-04-19,11772
excel,China,2013-04-20,7566
excel,China,2013-04-21,7136
excel,China,2013-04-22,12143
excel,China,2013-04-23,12536
excel,China,2013-04-24,12108
excel,China,2013-04-25,12073
excel,China,2013-04-26,11617
excel,China,2013-04-27,11277
excel,China,2013-04-28,10522
excel,China,2013-04-29,6947
excel,China,2013-04-30,6720
excel,China,2013-05-01,6188
excel,China,2013-05-02,11568
excel,China,2013-05-03,12160
excel,China,2013-05-04,8639
excel,China,2013-05-05,7926
excel,China,2013-05-06,13011
excel,China,2013-05-07,12263
excel,China,2013-05-08,12743
excel,China,2013-05-09,12850
excel,China,2013-05-10,11101
excel,China,2013-05-11,6880
excel,China,2013-05-12,6116
excel,China,2013-05-13,11539
excel,China,2013-05-14,12366
excel,China,2013-05-15,12387
excel,China,2013-05-16,12094
excel,China,2013-05-17,11119
excel,China,2013-05-18,7758
excel,China,2013-05-19,6976
excel,China,2013-05-20,12043
excel,China,2013-05-21,12255
excel,China,2013-05-22,12419
excel,China,2013-05-23,12210
excel,China,2013-05-24,11374
excel,China,2013-05-25,7972
excel,China,2013-05-26,7225
excel,China,2013-05-27,12071
excel,China,2013-05-28,12378
excel,China,2013-05-29,12235
excel,China,2013-05-30,11941
excel,China,2013-05-31,11230
excel,China,2013-06-01,8119
excel,China,2013-06-02,7697
excel,China,2013-06-03,13053
excel,China,2013-06-04,12960
excel,China,2013-06-05,12871
excel,China,2013-06-06,12751
excel,China,2013-06-07,12034
excel,China,2013-06-08,11741
excel,China,2013-06-09,10719
excel,China,2013-06-10,7364
excel,China,2013-06-11,6327
excel,China,2013-06-12,5894
excel,China,2013-06-13,11433
excel,China,2013-06-14,10953
excel,China,2013-06-15,8496
excel,China,2013-06-16,7592
excel,China,2013-06-17,12104
excel,China,2013-06-18,11747
excel,China,2013-06-19,11863
excel,China,2013-06-20,11900
excel,China,2013-06-21,11111
excel,China,2013-06-22,7931
excel,China,2013-06-23,6972
excel,China,2013-06-24,11709
excel,China,2013-06-25,11598
excel,China,2013-06-26,11754
excel,China,2013-06-27,11649
excel,China,2013-06-28,10752
excel,China,2013-06-29,8066
excel,China,2013-06-30,7117
excel,China,2013-07-01,12794
excel,China,2013-07-02,12635
excel,China,2013-07-03,12587
excel,China,2013-07-04,12690
excel,China,2013-07-05,11700
excel,China,2013-07-06,8141
excel,China,2013-07-07,6887
excel,China,2013-07-08,11256
excel,China,2013-07-09,11776
excel,China,2013-07-10,11907
excel,China,2013-07-11,11666
excel,China,2013-07-12,10774
excel,China,2013-07-13,7351
excel,China,2013-07-14,6760
excel,China,2013-07-15,10931
excel,China,2013-07-16,11051
excel,China,2013-07-17,11298
excel,China,2013-07-18,11998
excel,China,2013-07-19,10977
excel,China,2013-07-20,7505
excel,China,2013-07-21,6476
excel,China,2013-07-22,11147
excel,China,2013-07-23,11402
excel,China,2013-07-24,11188
excel,China,2013-07-25,10764
excel,China,2013-07-26,10350
excel,China,2013-07-27,7288
excel,China,2013-07-28,6717
excel,China,2013-07-29,11206
excel,China,2013-07-30,10677
excel,China,2013-07-31,11091
excel,China,2013-08-01,12247
excel,China,2013-08-02,11486
excel,China,2013-08-03,7812
excel,China,2013-08-04,6263
excel,China,2013-08-05,9506
excel,China,2013-08-06,9468
excel,China,2013-08-07,10526
excel,China,2013-08-08,10263
excel,China,2013-08-09,9443
excel,China,2013-08-10,6733
excel,China,2013-08-11,6057
excel,China,2013-08-12,10032
excel,China,2013-08-13,9312
excel,China,2013-08-14,10183
excel,China,2013-08-15,10089
excel,China,2013-08-16,7693
excel,China,2013-08-17,5638
excel,China,2013-08-18,6206
excel,China,2013-08-19,10862
excel,China,2013-08-20,10490
excel,China,2013-08-21,10619
excel,China,2013-08-22,10760
excel,China,2013-08-23,10122
excel,China,2013-08-24,7490
excel,China,2013-08-25,6980
excel,China,2013-08-26,10968
excel,China,2013-08-27,11046
excel,China,2013-08-28,11285
excel,China,2013-08-29,11495
excel,China,2013-08-30,11432
excel,China,2013-08-31,8455
excel,China,2013-09-01,8230
excel,China,2013-09-02,13963
excel,China,2013-09-03,13410
excel,China,2013-09-04,13202
excel,China,2013-09-05,13621
excel,China,2013-09-06,12110
excel,China,2013-09-07,8481
excel,China,2013-09-08,7749
excel,China,2013-09-09,12632
excel,China,2013-09-10,12713
excel,China,2013-09-11,13411
excel,China,2013-09-12,13115
excel,China,2013-09-13,12474
excel,China,2013-09-14,9140
excel,China,2013-09-15,8279
excel,China,2013-09-16,13155
excel,China,2013-09-17,13054
excel,China,2013-09-18,10195
excel,China,2013-09-19,5483
excel,China,2013-09-20,6798
excel,China,2013-09-21,7816
excel,China,2013-09-22,11840
excel,China,2013-09-23,12739
excel,China,2013-09-24,12712
excel,China,2013-09-25,12386
excel,China,2013-09-26,12170
excel,China,2013-09-27,11241
excel,China,2013-09-28,8304
excel,China,2013-09-29,10591
excel,China,2013-09-30,9209
excel,China,2013-10-01,5775
excel,China,2013-10-02,5409
excel,China,2013-10-03,5363
excel,China,2013-10-04,5901
excel,China,2013-10-05,6496
excel,China,2013-10-06,6834
excel,China,2013-10-07,8373
excel,China,2013-10-08,12811
excel,China,2013-10-09,13052
excel,China,2013-10-10,14018
excel,China,2013-10-11,14588
excel,China,2013-10-12,12889
excel,China,2013-10-13,8377
excel,China,2013-10-14,13486
excel,China,2013-10-15,13837
excel,China,2013-10-16,13317
excel,China,2013-10-17,12491
excel,China,2013-10-18,11274
excel,China,2013-10-19,8044
excel,China,2013-10-20,7277
excel,China,2013-10-21,12283
excel,China,2013-10-22,12079
excel,China,2013-10-23,12173
excel,China,2013-10-24,11801
excel,China,2013-10-25,10723
excel,China,2013-10-26,7224
excel,China,2013-10-27,6686
excel,China,2013-10-28,11725
excel,China,2013-10-29,11740
excel,China,2013-10-30,11877
excel,China,2013-10-31,11964
excel,China,2013-11-01,12022
excel,China,2013-11-02,8599
excel,China,2013-11-03,7312
excel,China,2013-11-04,12739
excel,China,2013-11-05,12609
excel,China,2013-11-06,12713
excel,China,2013-11-07,12855
excel,China,2013-11-08,11445
excel,China,2013-11-09,7731
excel,China,2013-11-10,7001
excel,China,2013-11-11,10717
excel,China,2013-11-12,11897
excel,China,2013-11-13,12060
excel,China,2013-11-14,11768
excel,China,2013-11-15,10831
excel,China,2013-11-16,7336
excel,China,2013-11-17,6575
excel,China,2013-11-18,11431
excel,China,2013-11-19,11633
excel,China,2013-11-20,11523
excel,China,2013-11-21,11921
excel,China,2013-11-22,10450
excel,China,2013-11-23,7454
excel,China,2013-11-24,6812
excel,China,2013-11-25,11659
excel,China,2013-11-26,11884
excel,China,2013-11-27,11567
excel,China,2013-11-28,11238
excel,China,2013-11-29,10489
excel,China,2013-11-30,7442
excel,China,2013-12-01,6912
excel,China,2013-12-02,12231
excel,China,2013-12-03,12990
excel,China,2013-12-04,12906
excel,China,2013-12-05,12822
excel,China,2013-12-06,11739
excel,China,2013-12-07,7337
excel,China,2013-12-08,6812
excel,China,2013-12-09,11779
excel,China,2013-12-10,12473
excel,China,2013-12-11,12930
excel,China,2013-12-12,12126
excel,China,2013-12-13,11095
excel,China,2013-12-14,7721
excel,China,2013-12-15,6832
excel,China,2013-12-16,11416
excel,China,2013-12-17,11514
excel,China,2013-12-18,11395
excel,China,2013-12-19,11623
excel,China,2013-12-20,10160
excel,China,2013-12-21,6434
excel,China,2013-12-22,5826
excel,China,2013-12-23,10464
excel,China,2013-12-24,9960
excel,China,2013-12-25,11022
excel,China,2013-12-26,11215
excel,China,2013-12-27,10104
excel,China,2013-12-28,7127
excel,China,2013-12-29,6105
excel,China,2013-12-30,10477
excel,China,2013-12-31,9348
excel,China,2014-01-01,5725
excel,China,2014-01-02,11997
excel,China,2014-01-03,11348
excel,China,2014-01-04,7496
excel,China,2014-01-05,6391
excel,China,2014-01-06,11511
excel,China,2014-01-07,11455
excel,China,2014-01-08,11433
excel,China,2014-01-09,11139
excel,China,2014-01-10,10144
excel,China,2014-01-11,6492
excel,China,2014-01-12,5817
excel,China,2014-01-13,10353
excel,China,2014-01-14,10067
excel,China,2014-01-15,9385
excel,China,2014-01-16,9234
excel,China,2014-01-17,8980
excel,China,2014-01-18,6159
excel,China,2014-01-19,5385
excel,China,2014-01-20,8987
excel,China,2014-01-21,8814
excel,China,2014-01-22,8372
excel,China,2014-01-23,7917
excel,China,2014-01-24,5426
excel,China,2014-01-25,4897
excel,China,2014-01-26,5973
excel,China,2014-01-27,5719
excel,China,2014-01-28,4862
excel,China,2014-01-29,3671
excel,China,2014-01-30,2050
excel,China,2014-01-31,1772
excel,China,2014-02-01,2133
excel,China,2014-02-02,2198
excel,China,2014-02-03,2552
excel,China,2014-02-04,2588
excel,China,2014-02-05,2776
excel,China,2014-02-06,3166
excel,China,2014-02-07,5447
excel,China,2014-02-08,6857
excel,China,2014-02-09,5363
excel,China,2014-02-10,8331
excel,China,2014-02-11,8861
excel,China,2014-02-12,9196
excel,China,2014-02-13,8823
excel,China,2014-02-14,7375
excel,China,2014-02-15,7323
excel,China,2014-02-16,6578
excel,China,2014-02-17,10967
excel,China,2014-02-18,11346
excel,China,2014-02-19,10843
excel,China,2014-02-20,10430
excel,China,2014-02-21,9606
excel,China,2014-02-22,6714
excel,China,2014-02-23,6451
excel,China,2014-02-24,11294
excel,China,2014-02-25,12695
excel,China,2014-02-26,12754
excel,China,2014-02-27,12843
excel,China,2014-02-28,12349
excel,China,2014-03-01,8928
excel,China,2014-03-02,7776
